reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at
aff99d43-c9d4-4723-93ff-35a029badcf6,Shawn Hannah,Good,5,0,,2024-11-08 22:58:25
e9baf1e5-33b7-44c6-911a-349c675e792a,Layla Maice,I used to LOOOVE this app. Easy yo use and affordable finds but now there are such ridiculous fees and shipping costs it doesnt feel the same. I may as well be buying new items in store.,3,0,8.24.1,2024-11-08 22:52:17
c5014b2f-b899-4b29-9679-9b7589733faf,rhonda Kehoe,Thank you!,5,0,8.24.1,2024-11-08 22:42:43
27ac87d7-d2c1-4f33-8b92-d308cd5986ba,James O'Meara,I got what I paid for Even though the week before you sold the same product for a dollar less That's why I only give you the four or I would have gave you the five if I didn't see that lol It's all good I'm sure it won't affect you too much missing that one star just like paying that extra dollar didn't hurt me too much You're awesome keep up the good work,4,0,8.24.1,2024-11-08 22:02:50
7a777d64-02df-4b1e-b0dc-37dfc93f1837,Janice Turner,great seller I will buy from her again,5,0,8.21.0,2024-11-08 21:49:11
2925b314-a6b0-4fb5-b548-f7ba92565b96,Tina Witherow,I found and received just what I ordered.,5,0,8.24.1,2024-11-08 21:38:36
2ebf7cc2-07ea-46da-a5bf-7eb4bdb2cf09,anthony arthur,"Too many scammers. Definitely gonna go elsewhere once I get in touch with someone about a refund. Bought a phone, got a basketball card instead and the communication from the support is almost non-existent. Even more frustrating that the only form of communication is through email or in app messaging.",1,0,8.24.1,2024-11-08 21:34:14
c902404d-8910-4449-a3c3-f6f2ca57c084,christopher bowles,I was sold a fake card and they knew it and because I did follow policy on the returnbwhich I let them know and. They still gave the money to the he seller after sent the card back,1,0,8.24.1,2024-11-08 21:29:15
3a0da358-148f-4b84-bbbd-d23ed428c1c7,Silas Olveda,"Excellent place to buy overseas items from anime, games, etc.",5,0,8.23.0,2024-11-08 21:26:31
93bc91d7-633c-4bf8-977e-2ae80c53c31a,Shawn M Gibson,good,5,0,8.24.1,2024-11-08 21:11:25
05526f9c-ad9d-4baa-85aa-c2de1b6d51ea,Lori Strauss,"Great seller, beautiful pendants as described. Very quick shipping and packaged with care!",5,0,8.24.1,2024-11-08 19:45:47
6b642da9-8cc8-49a4-b7b8-0c3f5b26f18a,Hafiza Rubina,good platform,5,0,8.24.1,2024-11-08 18:46:14
9d099fd8-2b40-4713-93b9-b86d26c7b232,REGINALD Hassell,IT a Great place for Shopping for me.,5,0,8.24.1,2024-11-08 18:23:18
3139a497-e14e-4e88-b504-c72c61e1434b,Albert Cora,"mercari is awesome I've been with them since 2018, great place to get rid of your old and new stuff and put a little change in your pocket at the same time.",5,0,7.62.0,2024-11-08 18:22:57
b0ae87ab-1f6f-4fb7-a2e7-d1b0949cf760,Mandy Kelley,First experience buying from Mercari. everything went well. Paying was safe as well!,5,0,8.24.1,2024-11-08 16:31:56
5e119640-a6a6-4bdc-aeef-b708e3c7dfb3,Julie Edwards,All good all the time!,5,0,8.24.1,2024-11-08 15:39:01
c0e620dc-dbe4-4f47-8dec-9d2cdef088d0,Megan MakesCute,Everyone should just be aware that this site 100% sides with the scam sellers. They will call you a liar and lock your account if you report a scam. The scammer listed the item I supposedly bought after they had marked it as shipped. I got a box of trash. Mercari said I opened the box so it's my fault. They will side with scammers. They will call you a liar. They will lock your account. And the taxes and fees are getting absurd.,1,0,8.24.1,2024-11-08 12:39:46
db417dcd-65be-49e1-acfe-019b7b7f7a4f,Amanda “Mandy” Ayling,love this app for both selling and buying clothes!,5,0,8.24.1,2024-11-08 07:42:15
9f44b884-9219-4048-931f-f5321bc03d69,Javier Rapalo,I used to like this app but everything got really expensive and there are a lot of scams.,1,1,8.24.1,2024-11-08 06:12:49
e07e6528-ac1e-49a8-a4a6-3687de03a525,Isaiah Tweedy,your fees are too expensive other than that it's pretty good and I also found a couple fake accounts trying to scam people so be careful,3,0,8.22.0,2024-11-08 05:31:00
4d125caf-0ae6-4b1a-b830-fc778d3e0e57,Dewitt Wells,"Okay, what I could say about this app so far is a lot of stuff's really good. It's just a really good app. But when it comes to the part where you have to cancel an order like me. On the other hand I cancel two orders, and now i have a hi cancelation rate, which I only did two. That does not make it high, so now everybody can see on my profile that I have a high cancelation rate? Come on, people its only 2. That's not high.This option needs to be changed",1,4,8.24.1,2024-11-08 03:44:14
86e9acfe-fc36-44ab-8494-42a9acdf3d5a,Samantha Lopez,"Terrible. My account was limited immediately after I made my first sale, which was then cancelled, and the listing was deactivated. I tried contacting for help multiple times and heard nothing back. People kept trying to buy my other listings and then commenting or messaging to say something was wrong with my account. It has been two weeks, and I never heard from support. Deleted my listings and the app. Don't waste your time selling here.",1,4,8.24.1,2024-11-08 03:09:55
f7334094-6954-4391-b704-402ef65e552a,Clara Thomas,item was nicer than expected and shipped quickly.,5,0,8.24.1,2024-11-08 02:48:52
257cd771-7c70-4b85-8d61-aebffb4d1774,thejay s,"Really bad customer support. I have submitted all the required information to verify my account to have the restriction lifted. I've been waiting for more than a week, but still no progress even if they told me the ETA for the review would be within 24hrs. I've submitted a ticket to ask for an update but only got a response telling me that someone would get in contact with me soon. That was a week ago.",1,0,8.24.1,2024-11-08 02:25:01
b2d18dd8-6b63-4b30-a79f-aad1efa6a6c1,melissa McKenzie,never have had with Mercari. I like Mercari.,5,0,8.24.1,2024-11-08 02:19:44
f4a3b38d-5fd9-488e-b4af-6a9eb733c68e,Lynzi Edwards,"I've had some luck in the past year, but lately a lot of things aren't loading. I just uninstalled and reinstalled hoping to fix it. Seems like business is coming to a halt.",3,0,8.24.1,2024-11-08 01:44:37
c26c8ac1-1b3d-494e-a242-f09b2126af2f,Cicely Tillman,"A+++++ Very nice Mercari merchant, and the items were just as described.",5,0,8.24.1,2024-11-08 00:37:14
afa0c7f4-6837-4c5e-b635-32d0e14b00cf,GOLDEN SPARK,a cool place to buy or sell am enjoying this app.,5,0,8.24.1,2024-11-08 00:17:03
cd300dfc-7917-48ce-a839-ff03e44c83f2,ROSEANN DALMAS,Thank you for prompt shipping,5,0,8.23.0,2024-11-07 23:50:39
54dfa509-2174-4c68-8974-55e71c9b3eb9,Lyra Moon Wolf,"Oct. 19 2024. Absolutely appalling support. For the maximum amount of 48hrs it 'supposedly' takes to solve an issue, it has been an outstanding 6 days and I have yet to get my issue resolved. What issue? I would love to tell you, but I have not the slightest clue. Brand-spanking new account with no activity whatsoever got limited after a day. Can not buy, send messages, or sell in this state until the issue gets resolved. SOLVED: Nov. 7 2024 (basically after a month). What a joke. 0/5 ⭐",1,1,8.22.0,2024-11-07 23:16:42
823f9f5b-e108-43df-82c9-6489fb9286e6,james ramirez,love better then ebay,5,0,8.24.1,2024-11-07 23:15:35
90dc659d-1799-4eee-861e-3562d1020b58,Abby Callahan (Abby),LOVE this app!!!!,5,0,8.24.1,2024-11-07 23:05:57
c5528cc7-40df-4834-8e8e-564ce5206a61,Alixandrite,Pray you never have issues with your account. I've tried putting a new email on mine 5 times and despite the app saying it sent me verification codes neither my email or my phone ever get ANYTHING. They also don't seem to care about the INSTANT PAY glitch many users have trouble with.,1,0,,2024-11-07 22:34:53
aa86cc15-0c04-4d32-a1df-d55e253229e1,Calvin Jernberg (Vinberg),"BEST APP FOR SELLING ANYTHING!! MERCARI DOES NOT CHARGE YOU A DIME TO SELL ON THEIR APP. IT'S ALL PROFIT, AND YOU CAN SELL ANYTHING WITHIN REASON OF COURSE LOL!!",5,0,8.24.1,2024-11-07 21:55:51
dc97f50f-9779-4360-92ca-a6d1d94ee1a5,Diane Schroeder,just as described shipped quickly. perfect.,5,0,8.24.1,2024-11-07 21:42:06
365665e8-bf9d-4b03-9497-5ae937d1c426,adam sudduth,this was a good experience,5,0,8.24.1,2024-11-07 21:11:26
93a2324c-b922-4305-a6f0-64d0b88a5b1f,Bryant Madison,I freaking love this app the homage app ? I highly recommended,5,0,8.24.1,2024-11-07 21:06:25
5b035ade-5bae-49b9-9331-de63c6717772,D Williams,"Ever since Mercari started charging the buyer for all fees, my sales have gone down tremendously. They also allow buyers to get away with things without properly investigating and do not give the seller the benefit of the doubt. I am so disappointed in the current platform.",2,0,8.24.1,2024-11-07 20:13:42
c61f9181-5d81-416b-a3f6-1bb64f662078,sylvia wyatt,"Mercari is a great platform to shop on, I luv it, try it, you'll like it...",5,0,8.24.1,2024-11-07 19:58:06
9a5b328b-07db-4452-b88f-6d3ce8543682,guera gonzales 64,"After recieving an item you are forced to write a review, & have a very limited time to return it. I recieved the item which appeared to be in good condition & it came promptly so I gave a great review. Within a few days the item fell apart exposing super glue they used to keep it together. After contacting the automated support I was informed there would be no way to remove the good review or return the item.",1,2,8.24.1,2024-11-07 19:42:40
a3964a0e-a75f-47e6-a453-da8b3456923e,Hannah Williams,"Perfect platform to buy and sell kpop photocards, merchandise, and various other things.",5,0,8.24.1,2024-11-07 19:26:34
8f1669e5-8827-429b-a971-b122c846a229,Kyle Barham,Bought a game and was shipped something completely different. Disputed it with the seller (that reposted the same game I bought to sell again) and disputed it with Mercari. Was told by Mercari there is nothing they can do to remedy the situation so I closed my account. BUYERS BEWARE OF SELLERS ON THIS APP!!!,1,0,8.23.0,2024-11-07 18:55:44
b4d5923e-fa83-4cfc-9ece-5243b8d9ef80,Britnie Friday,"This app is a joke! Beware, they will not refund money for missing or damaged packages! It says they will, I even sent photos doe proof, usps even stated damaged/open package but they denied my claim!!!",1,0,8.24.1,2024-11-07 18:28:47
1d744e20-8c4a-4de3-ae12-7f0efc4347bd,Stephanie Majors,I love Mercari but when they started charging the buyers all of the fees to purchase I opt for more reasonable platforms. Some items have over $20 in fees to the buyer. Why would I want to pay to shop on your site?I would end up paying for the product twice in some instances. Mercari will lose my business if this continues.,3,0,8.24.1,2024-11-07 17:04:16
d0886e1f-6b1d-43f8-8c57-6e2e2c81a2c2,Colton Turner,Complete scam. They side with scammers and even when you have evidence and just straight take your money. A look at other reviews will tell you the same thing.,1,0,8.24.1,2024-11-07 16:01:12
340053b6-6728-4c3d-98b5-8aa91144626d,Jenny Diblasio,"Buyer fees are outrageous. There are other places that don't have such high fees. Also, the way a seller can cancel after an order has been confirmed is whack. It has happened to me twice now. Not once has a seller canceled a sale on me on Ebay. Save your money and skip this app.",1,1,8.24.1,2024-11-07 15:38:21
129ca74c-0d16-4e20-89fa-79f27c7b632b,Ismael Rodriguez,Do not recommend this app to anyone buying or selling. The buying requirements have you jump through hoops to purchase anything not only that they will put your account on hold for literally any reason. Selling there are a lot of hidden fees that they don't tell you about in the first place when you start selling you find out most of your profits are gone. You pay to sell and you pay to buy. Do not use Mercari whatsoever anyone.,1,0,8.24.1,2024-11-07 15:31:30
553df62f-7b13-4831-99b9-66304c119285,Brittany C,"I like to sell on mercari. but they have kinda high fees that they like to switch back and forth from the buyer to the seller. one minute the buyer is paying the fees, then they change the policy to the seller paying fees. at the moment, it's the buyer.",2,0,8.24.1,2024-11-07 12:13:01
494d856b-88bd-45de-9544-fc2970878b17,Toni Snyder,"At one time this was a good place to resell, but now that they are charging buyers fees, no one is using this absurdly expensive app anymore. It's a ghost town. If you don't want anything to sell, then please post your items here.",1,0,,2024-11-07 09:16:26
3862573c-3d1c-4d06-96f1-d6224718a5e7,ebonypoolplaya,great sneaker selection!,4,0,8.24.1,2024-11-07 08:53:42
03b1631f-c8e0-4544-acbe-05665b17b7b1,Chris Macias,This app is terrible when it comes to refunding you for their problems,1,0,8.24.1,2024-11-07 06:50:26
efbfb449-027b-4ba4-8e0e-163beafde6e6,Summer Dawn,"I thought I was going to get a great deal on a complete manga set, just to find out I can buy the complete series brand new after these fees. They now charge buyers an 8.87% ""service fee"" on purchases.... not to mention the additional 50¢ + 2.9% item's price payment processing fee.... They've stopped sellers fees last time I checked, but a nearly 9% fee just for shopping plus a payment processing fee is where I cut ties. When it's cheaper to purchase retail over resell it defeats the purpose",1,191,8.24.1,2024-11-07 05:49:29
7e01c348-225b-47ff-8887-3b5951126aa2,tylor Kraus,I used to like this app but the fees they added in 2024 are ridiculous,1,0,,2024-11-07 05:18:27
97ad461b-2cfb-42d8-84c7-c1dd9852ae02,James Lehman,Everything worked out ok for my first purchase.,5,0,8.24.1,2024-11-07 04:09:09
962aa624-06e7-4a61-8161-3aa2a324b650,George Ann Suasnavas,"Great place to resell items, it has been the most profitable for me. Love it!!!",5,0,8.24.1,2024-11-07 04:02:57
b63ac137-7677-4ce8-b46b-f2761f20f33d,Unknown Angel,Not good it gives you the wrong address sometimes and doesn't respond when you need help,1,0,8.24.1,2024-11-07 03:58:38
39082e5e-a8b3-401a-9612-ccd94673f132,wongXiong kathyvang,Scammers everywhere. Something needs to be done otherwise this platform won't last long.,1,0,8.24.1,2024-11-07 03:50:29
a3b6a2f4-0dbb-4504-8ab5-b1814b28aa9b,zay akbar,App used to be decent but now it's a joke. The fees make this app unusablek64. I was going to buy a $60 item and there was $30 in fees. Needless to say I did not follow through with the purchase,1,0,,2024-11-07 02:24:16
c6637c00-3df4-40d1-bbc5-77d23c613c58,James Maresca,easy to use,5,0,8.24.1,2024-11-07 00:50:14
2c1712ab-18eb-4435-bc50-b0c703cb1f5b,Rigoberto Fierro,first time using the website. but legit,5,0,8.24.1,2024-11-07 00:01:59
98d6eb6a-172a-4c36-b290-55772a9d82b8,Kathleen Glisson,Awesome!,5,0,8.21.0,2024-11-06 23:28:54
e25077fa-3e1a-409f-893e-7819f1d4ae4c,Paulette Jackson,Paulette Jackson I love this site shopping is great.,5,0,8.24.1,2024-11-06 22:34:55
70e5d6a7-2cbc-421d-9fef-8120aabf9e50,I Home,Great seller,5,0,8.24.1,2024-11-06 21:52:59
1b86f763-7d84-473f-aaa1-01f2aba8e70a,•Kody Bee•,0 stars. the fees are outrageously overpriced. $20 item can easily become $50 without the sellers even knowing. the fees are making buyers stop buying and making sellers sell less. As well as the site being full of acammers. yhe scams wouldn't be such a big issue if Mercari actually did anything about it. they made me wait a month for a refund then on the date of when i was supposes to be refunded they ghosted me. Mercari support GHOSTS their customers and lets scammers run rampant.,1,1,8.24.1,2024-11-06 21:44:39
711716df-4bba-49b8-933c-5a7d4a0736e8,Kevin Shannon,Nice app to buy and sell on.,5,0,8.24.1,2024-11-06 21:41:47
fb854562-ee3b-4c67-b09b-159ce72a7cff,Holly Minick,I've have had great Buys from some Amazing Sellers!,5,0,8.23.0,2024-11-06 21:29:28
b3db7c7e-a2d6-458d-a89c-5105d3997681,Edward Buske,very happy,5,0,8.24.1,2024-11-06 20:21:00
95c58f34-3c77-4331-bd33-df5edfd0cff7,Derrick Cotton,Recently started using this app again. Bought an item that broke while shipping and have received terribly late responses from support. Once they told me I could cancel my order and receive my refund I did so and they denied my refund. Terrible app would not recommend. Update: My refund was prematurely rejected 12 hours after given a 24 hour time period to get them said pictures. Do not buy anything from this app.,1,0,8.24.1,2024-11-06 18:30:48
21d875a4-90dc-4db7-b44c-c62038b2dbba,Gabriel 0212,I got banned for no reason. Every time I would try to make a new account because I got banned for nothing it just bans that one,1,0,8.24.1,2024-11-06 18:27:43
a1aaab92-0a53-4815-95ba-a97da83dc6f9,Diana Church,great everything,5,0,8.23.0,2024-11-06 17:59:58
15217b62-6bb0-4cbd-9338-64e47b9a6e95,Tanya Lyn,"WAS a NICE selling platform, THEN they got greedy and started charging sellers these OUTRAGEOUS fees called ""processing fee"" ALONG with the already (completely understandable) ""seller fees"".. And let's NOT forget about the 3 DAYS to EVER hear back from a ""so called customer service Rep""?? That's an absolute JOKE.. It's more like a complete computer generated message sent out to ALL messages/comments.. Mercari DOESN'T help seller either. Mer will NOT help sellers in the right.. FEES EVERYWHERE",1,3,8.24.1,2024-11-06 13:47:38
6fa79abf-326b-46e5-87b8-cb0466cd8227,Oscar Castro,"it something new to do. I like it, my little stone.",5,0,8.24.1,2024-11-06 03:24:30
385d9dce-be08-486e-9fcd-c2e5664cf5ca,Kathi Boyson,This site sucks,1,1,,2024-11-06 01:26:46
675e81b0-7ebe-46c2-ab0c-417aa6314d62,Cesar D.,This app couldn't be more awesome than what it is! I love it! Mercari... A Must Have!,5,0,8.24.1,2024-11-06 01:17:27
357ba392-0011-42d7-9c9c-9dd776fce7ab,Cole Gifford,Way better than Ebay. They protect the buyer AND the seller. I love it! BUT they fail to take care of the overwhelming amount of scams/scammers on the platform. They also do a poor job of controlling listing violations.,4,0,8.24.1,2024-11-05 23:47:11
b6704684-aa06-419b-a96d-7923430e205d,Kevin Lawson,"Everytime I want to buy something I see shipping cost and after that fees, like fees , huh , why. Seriously you do understand this stops a lot of people from buying on your platform, because it's like a slap in face when we are already supporting you by buying from your platform and not eBay, but as long as you have fees I can't see myself ever buying from your platform. Can you imagine checking out at Walmart and being charged a fee for just checking out , yeah you would be mad about it .",1,2,8.24.1,2024-11-05 22:19:04
13f2fbed-8e94-4b8b-b040-92875823ab9e,Judy Razzano,"Perfect description of item, secure packing, fast shipping and excellent seller !!!",5,0,8.24.1,2024-11-05 22:06:16
de897b64-e182-4cea-9ae1-9e26beab1ad9,Brian Gale,I would recommend them to anyone.They really work great for me,5,0,8.24.1,2024-11-05 21:47:06
05b9e092-d917-445c-b679-ab265a0355a3,Millie Collins-Kasal,They put the commission on buyers now and fees. It's not worth it now to buy off this company and the postage is too high. They limit your communication.,1,2,8.24.1,2024-11-05 21:12:06
524bd9dc-52eb-44fc-9984-d05b1504bea7,J P,Scammers make this platform hard to want to shop on way too easy to make fake accounts,1,0,8.24.1,2024-11-05 21:09:13
29fb90a7-a4a4-4e53-be74-97f93588b662,Leslie Fannin,This company helps buyers steel from you and will never get back with you regarding getting the money you seld something for.,1,1,,2024-11-05 20:48:17
f8e333f3-a5ae-44a2-8529-0186426b20e1,Steph Carlo,Great app,5,0,8.24.1,2024-11-05 20:19:30
8ca26b16-f5bf-486d-a6f4-8d0fdf00192e,Virginia Roberson,good market with good people,5,0,8.23.0,2024-11-05 19:59:15
